year,location,percent_obese
2013,West Virginia,37.9
2013,Nevada,23.9
2011,Idaho,25.9
2015,Virginia,33.2
2015,South Dakota,30.1
2013,Maryland,23.7
2013,Oregon,25.9
2014,Massachusetts,25.0
2012,New York,22.9
2015,Washington,30.0
2011,Vermont,26.7
2011,Colorado,21.3
2011,North Carolina,17.6
2012,New York,25.4
2012,Indiana,33.6
2014,Pennsylvania,29.4
2011,Michigan,28.6
2015,Mississippi,37.0
2011,Arkansas,31.1
2013,Indiana,34.8
2013,Indiana,34.9
2014,Ohio,32.5
2013,New Jersey,31.6
2014,Arkansas,38.0
2015,New Hampshire,28.0
2011,Minnesota,9.1
2011,Ohio,28.7
2015,Connecticut,22.6
2014,Virginia,26.7
2014,Arizona,34.0
2012,New Mexico,41.8
2011,Louisiana,39.4
2015,West Virginia,30.3
2012,Vermont,15.0
2012,Minnesota,25.7
2015,Wisconsin,34.4
2013,Indiana,38.8
2012,Tennessee,29.7
2013,Indiana,32.7
2014,Oklahoma,35.7
2011,Virginia,36.0
2015,New Mexico,35.1
2011,Georgia,29.3
2011,Pennsylvania,25.0
2011,Arizona,34.1
2015,South Carolina,28.5
2013,Maine,29.8
2014,Vermont,22.4
2013,Hawaii,24.7
2015,Rhode Island,24.1
2014,Massachusetts,28.4
2014,New Hampshire,28.5
2012,Washington,28.6
2015,Massachusetts,29.8
2012,Delaware,31.2
2013,Iowa,37.4
2011,Florida,27.5
2011,New York,27.5
2013,West Virginia,34.9
2011,Connecticut,23.2
2013,South Carolina,43.0
2014,Georgia,4.3
2014,Maine,31.4
2014,Vermont,28.9
2014,Iowa,31.9
2012,Alaska,31.9
2013,Indiana,27.1
2015,Michigan,34.2
2011,Texas,32.2
2013,Kansas,40.5
2012,Oklahoma,45.5
2011,New Jersey,18.4
2014,Florida,31.2
2015,Hawaii,16.0
2011,Utah,22.5
2011,South Dakota,28.1
2012,New York,36.3
2014,Florida,28.4
2012,Nebraska,26.0
2012,Louisiana,37.5
2013,Wyoming,23.4
2014,Illinois,3.2
2014,Mississippi,35.5
2012,Minnesota,27.2
2012,Kentucky,34.5
2012,Illinois,23.6
2015,Colorado,20.2
2015,Indiana,28.3
2014,Pennsylvania,31.3
2015,Iowa,17.8
2012,Florida,12.1
2013,Arkansas,46.2
2015,Vermont,27.8
2013,Kentucky,33.1
2015,Louisiana,31.7
2011,Virginia,18.3
2013,Hawaii,20.6
2013,Mississippi,46.2
2014,Wisconsin,37.8
2013,Texas,26.8
2014,Washington,23.7
2012,New Jersey,28.2
2013,New Mexico,29.3
2011,Nebraska,28.4
2015,Alaska,19.2
2013,Nebraska,34.3
2014,Maryland,11.5
2011,Texas,26.0
2015,Oklahoma,30.8
2011,Connecticut,26.4
2012,New Hampshire,27.7
2011,Oklahoma,33.8
2013,Alaska,23.2
2014,Alaska,34.0
2015,Virginia,34.3
2012,Vermont,26.4
2014,North Carolina,39.1
2012,North Carolina,29.5
2011,Wyoming,25.0
2015,New Mexico,38.4
2012,Pennsylvania,34.6
2012,Maryland,30.3
2014,Alaska,30.2
2011,Florida,29.7
2013,Maryland,34.9
2013,Pennsylvania,30.0
2013,Georgia,26.5
2015,Montana,38.4
2012,Oregon,12.9
2012,Alabama,28.4
2014,Colorado,37.6
2015,Utah,21.2
2012,Connecticut,28.8
2012,Maryland,30.4
2013,West Virginia,31.5
2011,New York,27.1
2011,Maine,24.3
2012,Idaho,27.0
2012,Massachusetts,30.7
2015,Connecticut,26.0
2011,Colorado,18.3
2015,Ohio,32.3
2013,Minnesota,11.4
2013,Arkansas,35.3
2014,Alabama,34.1
2014,Connecticut,26.3
2013,New York,31.0
2012,Wisconsin,31.4
2013,Maine,34.3
2011,Hawaii,9.3
2012,Missouri,22.2
2012,Alaska,25.7
2014,Ohio,25.8
2011,Wyoming,32.2
2015,Nebraska,13.4
2015,Virginia,31.9
2012,New York,19.5
2011,Minnesota,25.9
2012,Georgia,26.3
2013,Kentucky,38.3
2013,Georgia,32.0
2014,North Dakota,32.0
2015,Nebraska,26.5
2012,Alaska,20.2
2012,Georgia,32.4
2014,Wisconsin,44.5
2015,Michigan,25.7
2015,Oregon,28.9
2011,Texas,26.3
2014,Nebraska,32.5
2013,New Mexico,29.4
2012,North Carolina,26.8
2014,Colorado,19.9
2013,Vermont,31.0
2014,Tennessee,32.2
2015,Alabama,36.5
2015,South Carolina,34.1
2014,Louisiana,35.5
2012,Arizona,16.2
2011,District of Columbia,33.0
2015,Michigan,34.0
2013,Rhode Island,27.6
2014,Oregon,26.3
2012,Oklahoma,30.3
2015,New Hampshire,28.9
2013,New Mexico,29.3
2011,Alabama,32.8
2012,Nevada,25.1
2012,Tennessee,38.5
2015,Alaska,31.7
2015,Oklahoma,34.2
2015,Texas,40.2
2011,Missouri,29.8
2015,Pennsylvania,30.0
2014,Hawaii,14.1
2011,Michigan,17.3
2012,Delaware,35.1
2011,Iowa,32.7
2011,Iowa,20.1
2014,Texas,32.9
2015,District of Columbia,22.5
2011,Kansas,31.5
2011,Washington,28.6
2014,Wisconsin,28.7
2011,Michigan,26.6
2012,Nevada,26.8
2015,Alabama,32.7
2011,Alaska,29.2
2015,Connecticut,18.8
2015,Arkansas,39.9
2013,Louisiana,35.0
2015,Michigan,30.0
2013,Georgia,34.7
2012,Louisiana,25.6
2012,Louisiana,34.6
2011,Nevada,22.6
2015,Montana,24.2
2011,Nebraska,14.7
2011,Georgia,25.0
2015,Kansas,33.4
2012,Virginia,29.4
2014,Alaska,42.3
2013,Wisconsin,14.4
2013,Colorado,19.6
2015,Maine,29.1
2015,Indiana,5.4
2011,New Jersey,12.3
2015,Florida,22.2
2013,Iowa,33.0
2014,New York,27.8
2014,South Carolina,32.5
2014,West Virginia,37.5
2014,Arizona,16.6
2012,Missouri,14.7
2014,Connecticut,27.2
2013,Tennessee,41.3
2014,Arkansas,36.0
2015,Delaware,25.6
2015,Delaware,18.2
2012,Pennsylvania,28.9
2012,Pennsylvania,28.4
2014,Kentucky,31.3
2013,Missouri,31.3
2014,Louisiana,26.9
2015,Minnesota,13.1
2014,Wisconsin,33.4
2013,Minnesota,23.2
2011,California,24.3
2014,Tennessee,40.7
2011,Iowa,28.5
2012,Texas,35.2
2015,Missouri,31.8
2011,New York,28.5
2014,New York,26.2
2014,Michigan,30.2
2013,Arizona,27.6
2013,District of Columbia,35.1
2013,Delaware,30.6
2012,Illinois,28.3
2012,Minnesota,22.4
2013,Maine,33.4
2014,Texas,30.4
2015,Florida,29.0
2014,District of Columbia,18.0
2013,California,24.5
2013,Kentucky,32.8
2011,Virginia,28.6
2013,New Mexico,30.7
2014,Pennsylvania,33.4
2011,Florida,27.7
2012,Connecticut,34.3
2013,New Jersey,24.3
2013,Hawaii,22.3
2011,Washington,30.0
2013,Indiana,33.7
2017,South Carolina,35.1
2017,Maine,21.8
2013,South Carolina,31.4
2017,Virginia,35.4
2015,Tennessee,45.8
2012,California,26.3
2014,New Jersey,32.3
2017,Puerto Rico,41.8
2015,Pennsylvania,34.2
2014,New Hampshire,29.5
2011,Delaware,35.2
2017,Maryland,33.2
2017,Minnesota,31.7
2013,Wisconsin,30.3
2017,Florida,28.2
2017,Minnesota,33.5
2012,Iowa,32.3
2017,Hawaii,30.0
2017,Indiana,33.9
2014,North Carolina,33.8
2017,Michigan,36.9
2017,New Jersey,23.6
2017,District of Columbia,28.2
2017,North Carolina,32.6
2017,Texas,37.3
2017,Minnesota,28.8
2017,Puerto Rico,24.7
2014,Maine,28.8
2012,Georgia,29.1
2013,District of Columbia,19.1
2015,Kentucky,35.0
2017,Maryland,18.4
2013,Nebraska,30.8
2012,Virginia,26.7
2013,Illinois,33.7
2013,Tennessee,17.9
2017,Arizona,35.5
2011,Arizona,29.6
2017,Colorado,19.7
2017,District of Columbia,32.8
2013,New York,34.1
2011,Kansas,40.9
2017,Colorado,25.7
2014,Nevada,35.5
2017,District of Columbia,18.3
2011,Montana,20.2
2011,Delaware,28.8
2017,Nebraska,33.8
2015,New York,26.5
2017,South Carolina,37.4
2017,Hawaii,22.8
2017,Michigan,32.8
2015,Idaho,28.6
2014,South Carolina,12.2
2017,Idaho,30.9
2017,Minnesota,22.9
2017,Mississippi,36.1
2017,Michigan,28.2
2017,Pennsylvania,33.0
2014,California,32.3
2017,Ohio,28.3
2017,Wyoming,44.4
2017,Oregon,25.5
2017,Nebraska,34.6
2011,Wisconsin,26.9
2017,Maine,31.1
2017,Idaho,35.2
2017,New York,12.2
2017,Louisiana,36.5
2015,Ohio,22.8
2017,Utah,28.0
2017,Iowa,39.1
2011,Colorado,22.3
2017,California,25.6
2013,District of Columbia,5.0
2014,Washington,31.9
2013,Wisconsin,33.5
2012,Michigan,33.4
2017,Washington,32.2
2014,Arkansas,37.4
2017,Massachusetts,26.8
2015,New Hampshire,26.3
2017,Arizona,34.3
2017,District of Columbia,14.6
2017,Pennsylvania,30.5
2015,Idaho,26.8
2017,Maryland,38.6
2017,Arkansas,28.5
2017,Nebraska,33.2
2017,Rhode Island,30.2
2017,Texas,40.5
2014,Nevada,36.7
2017,Indiana,39.8
2014,Missouri,25.2
2015,Maine,33.4
2017,Alabama,38.3
2012,Pennsylvania,18.4
2015,Oregon,32.4
2017,Ohio,18.2
2017,Georgia,33.2
2014,Florida,23.2
2013,Iowa,32.2
2015,Arizona,42.8
2014,California,20.9
2014,Arkansas,37.0
2012,Kansas,36.5
2015,Georgia,29.7
2011,Maryland,21.2
2013,Wyoming,32.1
2017,Vermont,22.3
2012,Oregon,26.6
2017,Massachusetts,26.3
2017,Minnesota,29.0
2017,South Dakota,19.3
2012,Indiana,14.7
2014,Colorado,10.9
2012,Minnesota,28.9
2012,Florida,34.5
2017,Illinois,29.0
2017,Alabama,41.2
2013,Vermont,18.9
2011,Texas,30.9
2013,New Hampshire,26.7
2017,Guam,33.8
2012,Ohio,28.8
2015,Nevada,25.7
2017,North Carolina,32.1
2012,Hawaii,18.2
2014,Montana,24.8
2017,Oklahoma,46.3
2014,New Mexico,27.5
2017,Georgia,38.5
2015,Tennessee,35.1
2011,Minnesota,28.2
2014,Oklahoma,7.6
2013,Alabama,19.0
2017,Indiana,39.3
2011,Iowa,23.2
2012,Kentucky,29.2
2017,Washington,29.2
2017,New Hampshire,29.1
2015,Massachusetts,26.5
2012,Arizona,29.2
2013,Illinois,22.8
2011,Maryland,24.4
2017,Alabama,47.1
2017,Pennsylvania,15.9
2017,Oregon,31.9
2017,South Carolina,33.7
2017,Minnesota,38.2
2015,Hawaii,25.5
2017,Virginia,43.6
2017,New York,25.3
2014,Alabama,34.5
2012,Alabama,18.5
2014,Wyoming,36.8
2014,Michigan,30.9
2014,Alaska,29.6
2011,North Carolina,31.1
2017,Louisiana,42.2
2013,Louisiana,30.6
2017,Rhode Island,37.6
2017,Virginia,39.5
2017,Utah,11.3
2017,Vermont,28.6
2015,Michigan,22.3
2012,Hawaii,27.8
2017,Arizona,30.3
2017,Hawaii,37.3
2014,North Carolina,23.3
2012,Tennessee,14.7
2014,Vermont,24.6
2017,Guam,33.7
2014,Kansas,30.5
2017,Delaware,27.4
2017,California,14.4
2017,Oregon,24.0
2017,Mississippi,29.3
2017,Hawaii,23.9
2017,Idaho,28.1
2017,Hawaii,19.8
2013,Rhode Island,15.8
2015,Virginia,23.0
2017,West Virginia,39.4
2017,Rhode Island,34.3
2017,North Dakota,31.5
2017,Rhode Island,20.3
2015,Delaware,27.9
2014,Hawaii,21.0
2017,Massachusetts,32.8
2017,Hawaii,33.9
2017,Georgia,40.5
2017,District of Columbia,24.2
2014,Missouri,33.3
2013,Nebraska,34.0
2012,Montana,24.3
2011,Colorado,20.7
2017,Vermont,33.5
2017,South Carolina,35.8
2017,California,34.0
2017,District of Columbia,39.0
2013,Colorado,18.6
2014,New York,34.1
2017,Connecticut,33.0
2017,Arizona,30.1
2017,Kansas,36.4
2017,District of Columbia,31.7
2017,Minnesota,32.7
2012,Washington,9.1
2015,Utah,23.6
2017,Iowa,36.6
2014,Delaware,37.7
2017,Maine,30.7
2017,Wisconsin,35.8
2015,District of Columbia,23.9
2011,New York,26.0
2012,Tennessee,27.6
2011,New Hampshire,13.2
2017,South Dakota,37.2
2017,Pennsylvania,28.9
2017,Oregon,29.2
2012,South Dakota,28.1
2017,South Carolina,28.7
2017,North Carolina,39.5
2012,Wisconsin,32.1
2017,Alaska,35.9
2017,Virginia,23.5
2017,California,25.8
2012,North Dakota,29.9
2017,Wisconsin,31.3
2012,Nevada,25.7
2017,Vermont,14.3
2017,West Virginia,33.5
2017,Oklahoma,28.2
2017,Utah,28.4
2014,Iowa,6.2
2017,Oklahoma,36.0
2017,Vermont,29.6
2012,Montana,23.7
2015,Florida,26.8
2011,North Carolina,25.7
2017,Nevada,19.9
2017,Connecticut,10.0
2017,Kansas,39.0
2017,Mississippi,29.6
2015,Kansas,37.7
2017,Mississippi,33.1
2017,Arkansas,24.6
2012,New Mexico,34.7
2017,Minnesota,30.3
2013,Connecticut,26.9
2014,North Dakota,34.9
2014,Iowa,25.0
2013,Virginia,23.5
2015,Rhode Island,28.3
2011,California,24.5
2015,Arkansas,34.5
2012,Iowa,30.2
2017,Illinois,33.6
2014,Alaska,23.4
2012,Kentucky,31.0
2017,Maryland,31.3
2014,Maryland,10.6
2015,Utah,27.4
2017,Georgia,29.1
2017,Idaho,31.9
2017,Michigan,37.8
2017,New Hampshire,6.9
2013,Idaho,34.4
2017,Kansas,36.4
2017,Texas,37.2
2011,Virginia,33.0
2014,South Carolina,38.0
2011,Louisiana,38.5
2017,Louisiana,39.3
2017,Delaware,30.4
2013,California,26.4
2017,Wyoming,28.6
2017,Vermont,27.6
2011,Arizona,20.7
2013,Nebraska,26.3
2017,New Jersey,26.8
2013,Delaware,22.8
2017,North Carolina,30.5
2013,Florida,20.1
2017,Hawaii,28.5
2012,Iowa,45.1
2014,Hawaii,21.7
2017,Texas,33.9
2011,Alaska,28.0
2015,West Virginia,37.4
2013,Washington,27.7
2014,Pennsylvania,42.0
2011,Alabama,38.5
2011,Oregon,30.7
2011,New Hampshire,26.7
2017,Florida,36.9
2011,Texas,24.2
2017,Nevada,17.4
2017,New Mexico,28.5
2013,Alaska,19.6
2017,New Hampshire,28.9
2014,Oklahoma,33.0
2017,West Virginia,36.7
2015,Vermont,25.2
2017,Arkansas,36.8
2015,Massachusetts,19.3
2017,Ohio,39.2
2017,South Dakota,40.2
2017,Wisconsin,31.5
2014,Missouri,31.0
2011,Alabama,35.8
2017,Hawaii,25.9
2012,Arkansas,35.1
2012,Alabama,33.5
2012,New Mexico,23.5
2013,Vermont,28.1
2011,Florida,21.1
2012,Utah,25.6
2017,Oklahoma,36.3
2017,Washington,9.1
2017,Montana,43.2
2017,Kansas,35.6
2017,Georgia,28.3
2012,Idaho,30.3
2017,Illinois,35.8
2011,Idaho,28.0
2015,Alabama,39.6
2013,Arkansas,42.1
2013,Missouri,32.3
2017,Louisiana,35.2
2017,Michigan,33.2
2017,Colorado,27.6
2012,Rhode Island,30.1
2015,Hawaii,19.7
2011,Oklahoma,26.5
2017,Indiana,35.6
2011,California,30.3
2017,New Jersey,33.1
2017,Louisiana,31.1
2014,Georgia,33.9
2017,Indiana,13.9
2017,Alabama,31.6
2013,Hawaii,20.8
2013,South Dakota,29.5
2012,Washington,22.5
2017,Idaho,32.3
2015,Alaska,29.8
2017,New York,25.3
2017,Utah,23.1
2014,Arkansas,28.7
2017,Arkansas,35.0
2017,Indiana,29.3
2015,Montana,25.1
2017,California,21.8
2017,Oregon,28.7
2014,Oregon,25.6
2017,Nebraska,29.3
2012,New Hampshire,24.1
2017,Connecticut,27.0
2012,West Virginia,32.9
2011,Pennsylvania,33.6
2013,Wisconsin,29.0
2017,South Carolina,30.7
2014,Connecticut,11.4
2017,Montana,25.3
2013,South Dakota,27.6
2017,Kansas,29.3
2017,Vermont,25.4
2017,Florida,46.7
2012,South Carolina,38.3
2015,Wyoming,29.0
2012,Maine,22.7
2017,Washington,34.3
2013,Mississippi,35.3
2017,Iowa,23.9
2017,Maryland,29.4
2017,Rhode Island,33.9
2017,Hawaii,30.8
2017,Alaska,31.8
2017,Alaska,30.0
2017,Indiana,34.3
2017,Wyoming,29.5
2017,Kentucky,37.8
2014,Colorado,16.2
2015,Ohio,25.1
2017,Delaware,37.4
2017,Idaho,24.8
2017,Nebraska,32.8
2013,Minnesota,29.5
2011,Indiana,30.8
2017,Michigan,41.2
2012,Kentucky,42.0
2017,Pennsylvania,31.6
2017,Virginia,17.7
2015,Idaho,22.5
2012,Hawaii,23.7
2017,Mississippi,40.4
2017,Montana,28.8
2011,Virginia,24.6
2017,Texas,30.6
2012,Louisiana,37.1
2013,Alabama,40.0
2015,Indiana,32.3
2017,West Virginia,41.9
2012,Idaho,34.2
2012,Vermont,31.5
2011,Oregon,26.3
2012,New Jersey,26.0
2017,District of Columbia,17.9
2017,New York,28.1
2012,Pennsylvania,31.1
2013,South Dakota,28.8
2017,Delaware,34.6
2017,Nebraska,34.3
2017,Oklahoma,31.9
2017,Ohio,35.1
2017,Wyoming,33.4
2017,Washington,25.1
2017,New York,23.0
2017,Maine,31.4
2011,Nebraska,30.5
2015,Washington,30.5
2014,Arizona,36.7
2013,Oregon,29.4
2017,New York,20.3
2017,Montana,25.3
2013,Indiana,44.7
2015,Kentucky,39.0
2011,Mississippi,34.6
2014,Kansas,36.5
2013,Indiana,33.6
2017,Puerto Rico,35.7
2015,Alaska,28.1
2017,Idaho,26.1
2017,Hawaii,22.4
2015,Idaho,24.7
2011,Florida,26.7
2017,Missouri,31.6
2015,South Dakota,32.3
2017,Nebraska,35.0
2014,Tennessee,37.1
2017,Arkansas,27.9
2015,Massachusetts,23.5
2012,Indiana,42.6
2017,District of Columbia,23.9
2017,Idaho,35.7
2015,Florida,30.0
2013,Kentucky,38.6
2011,District of Columbia,30.6
2017,New Mexico,24.6
2013,Nebraska,28.4
2017,Oregon,30.7
2012,Wyoming,29.1
2013,Rhode Island,22.9
2017,Massachusetts,36.3
2013,Montana,22.6
2012,Minnesota,28.9
2017,Indiana,28.9
2017,Georgia,29.7
2017,West Virginia,33.6
2017,Wyoming,36.1
2017,Colorado,25.1
2014,New Hampshire,34.2
2015,Mississippi,31.0
2017,Guam,39.4
2015,Georgia,37.9
2017,Arizona,29.5
2012,New Mexico,28.2
2012,Tennessee,29.7
2017,Utah,27.9
2017,Pennsylvania,32.2
2015,Colorado,28.8
2017,Missouri,19.4
2012,Texas,25.1
2011,New York,24.5
2013,Wisconsin,23.1
2017,Montana,14.2
2017,Puerto Rico,37.5
2015,Illinois,31.6
2014,South Dakota,32.5
2015,Ohio,19.5
2014,North Carolina,34.2
2017,North Dakota,30.8
2012,New Jersey,24.6
2014,Florida,31.5
2014,Virginia,38.9
2017,Wisconsin,37.5
2017,Kentucky,38.7
2017,Iowa,22.6
2014,Arkansas,36.0
2017,Missouri,32.9
2014,Kentucky,14.6
2013,Arizona,33.7
2014,New Mexico,22.2
2011,Montana,25.6
2014,Missouri,18.9
2013,Massachusetts,10.4
2012,Vermont,24.4
2014,California,24.0
2017,North Dakota,37.3
2017,Virginia,31.6
2017,Massachusetts,30.3
2011,Nebraska,30.3
2017,Ohio,39.0
2017,Massachusetts,19.0
2014,Louisiana,39.0
2017,Michigan,33.9
2017,Florida,33.7
2011,Kansas,32.9
2013,South Carolina,17.9
2017,New Hampshire,33.3
2015,Hawaii,22.3
2012,Hawaii,25.3
2014,Texas,30.7
2015,District of Columbia,35.2
2017,Montana,35.2
2017,Wisconsin,32.4
2013,South Carolina,33.4
2017,South Dakota,30.4
2017,Nevada,25.3
2013,Utah,24.1
2011,Mississippi,30.7
2017,Texas,39.3
2017,Colorado,13.1
2017,Alaska,30.7
2011,California,33.1
2017,Oregon,20.2
2012,South Carolina,30.3
2014,District of Columbia,22.3
2017,Montana,25.4
2017,Florida,27.6
2013,Arkansas,34.1
2015,South Dakota,31.8
2017,District of Columbia,2.4
2017,Michigan,32.3
2017,Missouri,34.9
2013,Tennessee,38.0
2011,Arizona,19.6
2013,Nevada,29.0
2017,Vermont,27.7
2014,Idaho,26.2
2017,New Jersey,29.2
2017,Alaska,34.8
2017,District of Columbia,34.8
2014,New Jersey,24.4
2017,New Mexico,17.1
2017,Michigan,33.7
2017,Florida,23.1
2017,Kentucky,28.4
2017,Guam,33.6
2013,Alaska,29.2
2017,Florida,34.6
2013,New Mexico,21.6
2017,Illinois,27.8
2014,Kansas,42.1
2015,Tennessee,35.5
2017,Massachusetts,27.6
2017,West Virginia,38.8
2011,Nebraska,30.0
2012,Delaware,30.5
2013,Nevada,30.8
2017,Florida,10.6
2013,Vermont,28.4
2015,District of Columbia,30.2
2014,Idaho,28.9
2015,Utah,31.0
2017,Missouri,32.7
2017,Illinois,18.4
2017,Missouri,35.5
2017,Arizona,32.8
2017,Louisiana,39.7
2017,Kentucky,38.6
2011,Texas,37.0
2015,Minnesota,21.8
2017,Connecticut,29.2
2011,South Carolina,27.0
2017,Washington,27.7
2017,Nebraska,33.2
2011,Rhode Island,26.0
2014,New Mexico,23.4
2017,Colorado,22.6
2014,Missouri,32.9
2013,Maine,34.2
2017,Nevada,32.6
2015,New Mexico,25.5
2014,North Dakota,33.3
2014,Missouri,24.3
2013,Montana,25.1
2017,Minnesota,31.5
2012,Arizona,22.3
2017,Nebraska,32.3
2017,Ohio,33.1
2011,Nebraska,28.1
2017,Arkansas,40.2
2012,Wisconsin,31.5
2017,Arizona,28.8
2012,New Mexico,29.6
2011,Hawaii,21.9
2011,Kansas,35.8
2012,Oklahoma,34.3
2017,Maryland,35.3
2012,North Dakota,26.8
2015,New Hampshire,40.2
2017,Colorado,29.9
2017,Missouri,29.8
2017,Arkansas,35.1
2017,Arkansas,45.0
2017,Delaware,32.0
2013,Oklahoma,35.6
2015,Florida,16.5
2017,Vermont,27.7
2015,North Carolina,36.4
2011,Missouri,30.3
2015,Nebraska,31.3
2017,Oklahoma,38.8
2017,Nebraska,37.5
2017,Virginia,31.8
2017,Oklahoma,36.5
2015,Washington,22.7
2015,Indiana,33.4
2011,Missouri,39.5
2017,Rhode Island,34.2
2017,Pennsylvania,38.7
2015,Oklahoma,36.0
2017,Kentucky,38.1
2017,Georgia,32.7
2017,Wisconsin,36.7
2017,Wyoming,32.1
2011,Florida,26.5
2017,North Carolina,30.8
2017,Nevada,25.0
2011,Arkansas,31.2
2015,Texas,38.8
2012,Oklahoma,37.5
2017,District of Columbia,33.0
2011,Rhode Island,6.0
2017,Ohio,41.7
2017,Louisiana,33.5
2015,Delaware,29.4
2015,Kansas,38.0
2017,North Carolina,26.0
2012,Rhode Island,20.2
2017,Maryland,32.3
2012,Oregon,30.5
2017,South Carolina,27.0
2011,Montana,27.9
2017,Missouri,33.5
2011,Wisconsin,34.7
2017,North Carolina,36.0
2013,Washington,25.8
2012,North Carolina,32.3
2014,Montana,28.6
2017,New Mexico,27.9
2017,Rhode Island,28.3
2015,Iowa,37.9
2015,Ohio,29.8
2013,Kansas,30.0
2017,Missouri,27.9
2013,Maine,28.9
2013,Texas,29.6
2012,Mississippi,21.5
2013,Louisiana,34.7
2015,Delaware,22.1
2012,Kentucky,31.3
2014,Tennessee,31.8
2017,South Dakota,48.7
2015,New Jersey,22.9
2017,Virginia,39.5
2017,Wisconsin,35.7
2017,West Virginia,37.2
2017,Illinois,39.7
2011,South Carolina,42.3
2012,Virginia,32.5
2013,Delaware,39.3
2012,District of Columbia,12.0
2013,Pennsylvania,35.1
2015,Nevada,25.4
2017,Indiana,36.2
2012,Michigan,31.7
2017,New York,28.2
2013,Mississippi,38.7
2012,Pennsylvania,18.5
2017,Puerto Rico,33.0
2017,Florida,27.3
2012,Georgia,17.9
2011,Delaware,29.0
2017,Iowa,36.3
2017,Hawaii,16.1
2017,Missouri,10.1
2012,Oregon,28.0
2014,Wyoming,23.5
2015,Utah,34.3
2015,Washington,29.4
2012,Oklahoma,25.2
2011,Louisiana,35.4
2014,Montana,16.5
2017,Georgia,37.9
2017,Illinois,38.4
2017,Arkansas,32.2
2013,Minnesota,29.3
2014,Colorado,24.3
2015,California,23.7
2013,Illinois,35.7
2017,Idaho,25.2
2015,South Carolina,36.6
2011,Nebraska,30.4
2017,Michigan,35.5
2014,Louisiana,34.9
2011,Delaware,28.6
2017,Utah,23.2
2013,Montana,24.6
2013,New Mexico,27.5
2012,Michigan,18.9
2014,Ohio,29.0
2013,Delaware,31.5
2017,Oklahoma,40.0
2017,District of Columbia,15.3
2013,Colorado,21.7
2017,Kansas,32.4
2014,Connecticut,26.0
2017,Utah,25.1
2017,Alabama,29.0
2017,Montana,23.1
2013,Virginia,22.4
2017,Nebraska,41.9
2011,Montana,25.3
2013,Washington,12.7
2011,Washington,28.2
2017,Delaware,27.9
2011,Wyoming,25.4
2017,Maryland,32.7
2017,Guam,20.4
2015,Kansas,39.1
2013,Nevada,26.5
2017,Puerto Rico,23.0
2017,Wisconsin,32.0
2014,Oregon,33.5
2015,Arkansas,33.6
2017,Florida,23.4
2017,Arizona,34.4
2017,Florida,37.1
2017,Rhode Island,30.0
2012,Delaware,20.5
2017,Montana,26.1
2015,Arizona,17.5
2012,Mississippi,34.1
2017,Texas,16.4
2013,New Hampshire,29.5
2017,Tennessee,35.4
2017,Pennsylvania,26.1
2017,North Dakota,26.6
2012,Louisiana,45.4
2015,New York,32.8
2013,Arkansas,33.9
2012,Rhode Island,28.5
2015,California,27.5
2012,Washington,30.2
2013,Colorado,28.8
2017,Ohio,41.7
2015,New Mexico,36.9
2012,Nebraska,31.0
2014,South Carolina,27.1
2014,Iowa,32.5
2013,Hawaii,19.1
2017,Texas,38.9
2013,Wisconsin,28.8
2017,Mississippi,36.5
2011,Florida,31.8
2017,Arizona,30.5
2017,Illinois,13.6
2017,North Carolina,32.3
2017,Indiana,20.5
2017,Iowa,39.8
2012,Arizona,26.2
2012,Iowa,31.1
2017,Wyoming,31.3
2011,New Jersey,23.4
2017,Virginia,36.6
2012,Virginia,26.8
2011,Indiana,26.4
2014,Wisconsin,32.7
2013,West Virginia,40.5
2017,Indiana,38.1
2013,New Mexico,26.4
2012,New Jersey,26.2
2015,Michigan,31.7
2017,Florida,31.2
2017,Alabama,40.4
2014,North Carolina,32.7
2017,Minnesota,32.2
2017,Tennessee,27.0
2013,Ohio,23.1
2014,Vermont,16.8
2012,Kentucky,37.6
2017,Maine,29.1
2017,Florida,22.1
2014,Kansas,34.7
2015,Connecticut,26.4
2014,Idaho,33.1
2013,Missouri,23.1
2014,Maine,14.7
2015,Nevada,33.3
2017,Vermont,37.0
2017,Texas,35.0
2017,Kansas,32.6
2015,Mississippi,35.6
2013,Tennessee,28.3
2017,Alaska,36.2
2017,Missouri,33.5
2012,Texas,26.8
2017,Wisconsin,28.2
2015,Nevada,20.9
2014,New Jersey,29.4
2012,Iowa,27.8
2013,New Hampshire,12.8
2017,Connecticut,28.6
2011,Minnesota,27.4
2013,Kansas,35.3
2017,Vermont,27.2
2017,Alabama,37.1
2013,New York,20.7
2017,Arizona,8.6
2017,New Mexico,28.1
2017,Delaware,33.4
2013,New Mexico,9.7
2012,Ohio,14.0
2012,Rhode Island,32.2
2017,Pennsylvania,36.3
2017,Rhode Island,34.3
2017,Nebraska,32.2
2011,Nevada,37.3
2017,New Jersey,33.1
2017,Oregon,17.9
2015,West Virginia,40.0
2017,South Carolina,37.8
2017,Wisconsin,33.8
2017,Virginia,31.8
2017,Kansas,32.4
2011,Ohio,28.2
2013,Alabama,28.2
2017,Washington,28.2
2013,Delaware,24.7
2011,Tennessee,35.8
2014,Hawaii,23.1
2017,North Dakota,31.5
2015,Maryland,25.2
2017,Massachusetts,34.3
2017,California,28.1
2017,New Jersey,32.6
2017,Virginia,29.2
2017,Tennessee,36.1
